Area	Inhabitants	Employee	Employee Primary Sector	Employee Construction	Employee Secondary Sector Rest	Employee Retail	Employee Traffic/Parcels	Employee Tertiary Sector Rest
Ruhrgebiet	5147820	2536718	8665	138652	354562	326513	326514	1381812
